AZIENDA;MATRICOLA;COGNOME;NOME;CODICE_FISCALE;FILIALE;EMAIL;DATA_ASSUNZIONE;DATA_DIMISSIONE;DATA_NASCITA;DESCR_COM_NASC;PROVINCIA_NASC;NUMERO_TELEFONO;CELLULARE;INTERNO;DIPARTIMENTO;TIPO_CONTRATTO;RES_INDIRIZZO;RES_CAP;RES_CITTA;RES_PROVINCIA;DOM_INDIRIZZO;DOM_CAP;DOM_CITTA;DOM_PROVINCIA
SADAS;172;TOSONI;GIACOMINA;TSNGMN94E45A794T;2;giacomina.tosoni@sadasdb.com;07/07/1995;;04/01/1988;POLESELLA;RO;337257736;337257736;;Produzione;Determinato;VIA GIOVANNI PASCOLI 1;24025;GAZZANIGA;BG;VIA GIOVANNI PASCOLI 1;24025;GAZZANIGA;BG
SADAS;173;BETTONI;MICHELA;BTTMHL48C48F205L;1;michela.bettoni@sadasdb.com;08/09/1995;;13/07/1985;SIERRA LEONE;SE;;;;Produzione;Indeterminato;VIA FIUME 37;20099;SESTO SAN GIOVANNI;MI;VIA FIUME 37;20099;SESTO SAN GIOVANNI;MI
SADAS;174;CAPELLI;CROCIFISSA;CPLCCF26P54A794V;1;crocifissa.capelli@sadasdb.com;18/09/1995;;21/07/1988;MELZO;MI;37637429;37637429;;Amministrazione;Indeterminato;VIA MORENGO 58;24040;PAGAZZANO;BG;VIA MORENGO 58;24040;PAGAZZANO;BG
SADAS;175;OGLIARI;CLAUDIA;GLRCLD56H46A794D;1;claudia.ogliari@sadasdb.com;22/09/1995;;27/02/1986;BERGAMO;BG;18697539;18697539;;Produzione;Indeterminato;VIA GALEAZZE 4/A;24050;CORTENUOVA;BG;VIA GALEAZZE 4/A;24050;CORTENUOVA;BG
SADAS;176;CANTU`;ROBERTA;CNTRRT84S54Z330F;2;roberta.cantu`@sadasdb.com;06/10/1995;;25/08/1985;SANT` ANTONIO ABATE;NA;336436052;336436052;;Vendita;Indeterminato;FORO BUONAPARTE 68 20121 MILANO;20121;MILANO;;FORO BUONAPARTE 68 20121 MILANO;20121;MILANO;
SADAS;177;SEVERGNINI;GIOVANNA;SVRGNN61B62L219P;1;giovanna.severgnini@sadasdb.com;17/10/1995;;28/03/1988;ALME`;BG;344430255;344430255;;Produzione;Indeterminato;VIA FARA 8;24040;CANONICA D` ADDA;BG;VIA FARA 8;24040;CANONICA D` ADDA;BG
SADAS;178;ANELLI;DEBORAH;NLLDRH67C41A963O;1;deborah.anelli@sadasdb.com;06/11/1995;;08/11/1989;EGITTO;SE;328305567;328305567;;Produzione;Indeterminato;VIA D.ALIGHIERI 10;24040;CASTEL ROZZONE;BG;VIA D.ALIGHIERI 10;24040;CASTEL ROZZONE;BG
SADAS;179;MERLI;MARIA LUISA;MRLMLS40M53B854Q;1;marialuisa.merli@sadasdb.com;16/11/1995;;05/05/1986;BARI;BA;21898530;21898530;;Supporto Clienti;Indeterminato;VIA DA GAMA 56;24048;TREVIOLO;BG;VIA DA GAMA 56;24048;TREVIOLO;BG
SADAS;180;CEREDA;LUIGIA;CRDLGU69S46D142M;1;luigia.cereda@sadasdb.com;23/11/1995;;26/07/1985;TORRE ANNUNZIATA;NA;312644797;312644797;;Supporto Clienti;Indeterminato;VIA PADREA MASCIADRI 2/H;22066;MARIANO COMENSE;CO;VIA PADREA MASCIADRI 2/H;22066;MARIANO COMENSE;CO
SADAS;181;DIAGNE;LOREDANA;DGNLDN00M52B854X;1;loredana.diagne@sadasdb.com;21/12/1995;;24/11/1985;MELZO;MI;28844860;28844860;;Produzione;Indeterminato;VIA BIGNAMINI 4;24047;TREVIGLIO;BG;VIA BIGNAMINI 4;24047;TREVIGLIO;BG
SADAS;182;CANGA;GLORIA;CNGGLR69L56E202S;3;gloria.canga@sadasdb.com;28/12/1995;;21/06/1986;SONCINO;CR;;;;Produzione;Indeterminato;VIA GRAMSCI 27;24059;URGNANO;BG;VIA GRAMSCI 27;24059;URGNANO;BG
SADAS;183;BRAMBILLA;REGINA;BRMRGN83T45A732C;1;regina.brambilla@sadasdb.com;28/12/1995;;30/08/1985;STORNARA;FG;340377094;340377094;;Produzione;Indeterminato;VIA PERUGIA 6;24040;CALVENZANO;BG;VIA PERUGIA 6;24040;CALVENZANO;BG
SADAS;184;ARMANNI;MARIA CARLA;RMNMCR91P48L400N;1;mariacarla.armanni@sadasdb.com;12/02/1996;;24/04/1986;ARDESIO;BG;354713632;354713632;;Marketing;Indeterminato;VIA ALESSANDRO VOLTA N.1;24040;CASTEL ROZZONE;BG;VIA ALESSANDRO VOLTA N.1;24040;CASTEL ROZZONE;BG
SADAS;185;RUDENKO;ELENA;RDNLNE49B62Z129N;1;elena.rudenko@sadasdb.com;28/02/1996;01/06/2013;13/08/1985;CAROBBIO DEGLI ANGELI;BG;317651146;317651146;;Marketing;Indeterminato;VIA GRAMSCI;24040;CASTEL ROZZONE;BG;VIA GRAMSCI;24040;CASTEL ROZZONE;BG
SADAS;186;D`ADDATO;FRANCESCA;DDDFNC51P53L400Q;1;francesca.d`addato@sadasdb.com;07/03/1996;;20/05/1987;INZAGO;MI;57389962;57389962;;Produzione;Indeterminato;VIA GALIGNANI 43;25036;PALAZZOLO SULL` OGLIO;BS;VIA GALIGNANI 43;25036;PALAZZOLO SULL` OGLIO;BS
SADAS;187;BONIFACIO;ALESSIA;BNFLSS82M52A944U;2;alessia.bonifacio@sadasdb.com;14/03/1996;;16/12/1985;TORRE ANNUNZIATA;NA;;;;Produzione;Indeterminato;VIA MILANO 28;24047;TREVIGLIO;BG;VIA MILANO 28;24047;TREVIGLIO;BG
SADAS;188;GUSMINI;DANIELA;GSMDNL81T41C003D;1;daniela.gusmini@sadasdb.com;27/03/1996;;10/03/1985;OSIO SOTTO;BG;;;;Supporto Clienti;Indeterminato;VIA SANTA MARIA 7;21040;UBOLDO;VA;VIA SANTA MARIA 7;21040;UBOLDO;VA
SADAS;189;RIVABENE;GIADA;RVBGDI56L45F205J;2;giada.rivabene@sadasdb.com;09/04/1996;01/05/2014;19/12/1988;TREVIGLIO;BG;69592125;69592125;;Produzione;Indeterminato;VIA LEONE XIII 27;24040;ARCENE;BG;VIA LEONE XIII 27;24040;ARCENE;BG
SADAS;190;BREMBATI;MARIA ANGELA;BRMMNG82R55D142C;2;mariaangela.brembati@sadasdb.com;08/05/1996;;25/04/1989;TRESCORE BALNEARIO;BG;;;;Amministrazione;Indeterminato;VIA SAN G.BOSCO 20/B;20060;TRUCCAZZANO;MI;VIA SAN G.BOSCO 20/B;20060;TRUCCAZZANO;MI
SADAS;191;MANZONI;CINZIA;MNZCNZ29S48A794D;1;cinzia.manzoni@sadasdb.com;24/05/1996;05/05/2013;05/05/1986;TREVIGLIO;BG;;;;Produzione;Indeterminato;VIA PAGAZZANO 57/B;24053;BRIGNANO GERA D` ADDA;BG;VIA PAGAZZANO 57/B;24053;BRIGNANO GERA D` ADDA;BG
SADAS;192;FACCHINETTI;SABRINA;FCCSRN76C46H351V;1;sabrina.facchinetti@sadasdb.com;29/07/1996;;05/02/1986;MAROCCO;SE;326174552;326174552;;Produzione;Indeterminato;V MADRE TERESA DI CALCUTTA N.4;26010;MONTODINE;CR;V MADRE TERESA DI CALCUTTA N.4;26010;MONTODINE;CR
SADAS;193;BIELLI;SIMONA;BLLSMN61T62F065A;1;simona.bielli@sadasdb.com;08/10/1996;;09/11/1986;ALBANIA;SE;;;;Produzione;Indeterminato;VIA PARINI 92/2;23852;GARLATE;LC;VIA PARINI 92/2;23852;GARLATE;LC
SADAS;194;PESENTI;MADDALENA;PSNMDL73L61L539T;3;maddalena.pesenti@sadasdb.com;13/11/1996;;13/11/1987;EGITTO;SE;;;;Supporto Clienti;Indeterminato;VIA PALAZZO 12;24047;TREVIGLIO;BG;VIA PALAZZO 12;24047;TREVIGLIO;BG
SADAS;195;GIOVANETTI;MARIALUISA;GVNMLS88E49A794E;1;marialuisa.giovanetti@sadasdb.com;29/11/1996;;14/01/1987;INDIA;SE;319217517;319217517;;Produzione;Indeterminato;VIALE BUONARROTI 27;24047;TREVIGLIO;BG;VIALE BUONARROTI 27;24047;TREVIGLIO;BG
SADAS;196;LAZZARONI;CARLA;LZZCRL58S41B618Q;1;carla.lazzaroni@sadasdb.com;24/12/1996;;27/02/1986;TREVIGLIO;BG;931163705;931163705;;CED;Indeterminato;VIA COSTANTINA 3/A;24126;BERGAMO;BG;VIA COSTANTINA 3/A;24126;BERGAMO;BG
SADAS;197;LIVOTI;RITA;LVTRTI51S47F205S;1;rita.livoti@sadasdb.com;23/01/1997;;18/01/1988;SPIRANO;BG;;;;CED;Indeterminato;VIA CLARA MAFFEI 14;24121;BERGAMO;BG;VIA CLARA MAFFEI 14;24121;BERGAMO;BG
SADAS;198;FINASSI;NATALIA;FNSNTL51M52A794X;2;natalia.finassi@sadasdb.com;29/01/1997;;03/01/1990;MAROCCO;SE;34788866;34788866;;Produzione;Indeterminato;VIA EINAUDI 216;24043;CARAVAGGIO;BG;VIA EINAUDI 216;24043;CARAVAGGIO;BG
SADAS;199;LEONI;ANGELA;LNENGL68D45C814N;1;angela.leoni@sadasdb.com;11/02/1997;;31/01/1985;BERGAMO;BG;;;;Supporto Clienti;Indeterminato;VIA GALBIGNANI 18;26013;CREMA;CR;VIA GALBIGNANI 18;26013;CREMA;CR
SADAS;200;GIUSSANI;MARIA CHIARA;GSSMCH60D53L400U;1;mariachiara.giussani@sadasdb.com;13/05/1997;01/01/2010;29/02/1988;CASSANO D` ADDA;MI;371656210;371656210;;Produzione;Indeterminato;VIA CATALANI 8;24047;TREVIGLIO;BG;VIA CATALANI 8;24047;TREVIGLIO;BG
SADAS;201;VENERUSO;CARLA MARIA;VNRCLM43M68I919Z;2;carlamaria.veneruso@sadasdb.com;16/10/2019;;22/01/1977;MILANO;MI;;;;Amministrazione;Indeterminato;VIA G.BRUNO 14/A;24040;VERDELLINO;BG;VIA G.BRUNO 14/A;24040;VERDELLINO;BG
SADAS;202;BONURA;VITTORIA;BNRVTR56E60Z352U;1;vittoria.bonura@sadasdb.com;22/10/2019;;26/09/1978;BANGLADESH;SE;;;;Supporto Clienti;Indeterminato;VIA MILANESI 3;24042;CAPRIATE SAN GERVASIO;BG;VIA MILANESI 3;24042;CAPRIATE SAN GERVASIO;BG
SADAS;203;PAGANELLI;IOLANDA;PGNLND74C54G856S;1;iolanda.paganelli@sadasdb.com;25/06/1991;;24/09/1969;MAROCCO;SE;864441620;864441620;;Produzione;Indeterminato;VIA ALDO MORO 6/C;20060;TRUCCAZZANO;MI;VIA ALDO MORO 6/C;20060;TRUCCAZZANO;MI
SADAS;204;FUSAR POLI;ORFELINA;FSRRLN79P60F205C;1;orfelina.fusarpoli@sadasdb.com;12/11/1993;;15/11/1969;TUNISIA;SE;74196718;74196718;;Produzione;Indeterminato;VIA DELLE BETULLE 4 A;24041;BREMBATE;BG;VIA DELLE BETULLE 4 A;24041;BREMBATE;BG
SADAS;205;DENTI;GIUSEPPA;DNTGPP52S61L400I;4;giuseppa.denti@sadasdb.com;02/08/1994;;25/05/1970;CERNUSCO SUL NAVIGLIO;MI;37714173;37714173;;Amministrazione;Indeterminato;VIA E.CARIONI 29/E I 1;24040;MISANO DI GERA D` ADDA;BG;VIA E.CARIONI 29/E I 1;24040;MISANO DI GERA D` ADDA;BG
SADAS;206;LEGRAMANDI;ROSSELLA;LGRRSL66H61Z336W;1;rossella.legramandi@sadasdb.com;01/01/1990;;12/12/1962;FARA GERA D` ADDA;BG;337788957;337788957;;Produzione;Indeterminato;CORSO ITALIA 21/G INT.4;24046;OSIO SOTTO;BG;CORSO ITALIA 21/G INT.4;24046;OSIO SOTTO;BG
SADAS;207;RONCALLI;BENEDETTA;RNCBDT44S59H509P;1;benedetta.roncalli@sadasdb.com;25/03/1993;;18/07/1966;ROMANIA;SE;29499483;29499483;;Produzione;Indeterminato;VIA COLOMBO 3;24047;TREVIGLIO;BG;VIA COLOMBO 3;24047;TREVIGLIO;BG
SADAS;208;MAGNI;SABRINA;MGNSRN62D58A794K;2;sabrina.magni@sadasdb.com;27/04/1992;;09/04/1967;CASIRATE D` ADDA;BG;1255056;1255056;;Produzione;Determinato;VIA LEONARDO DA VINCI 13;24040;MISANO DI GERA D` ADDA;BG;VIA LEONARDO DA VINCI 13;24040;MISANO DI GERA D` ADDA;BG
SADAS;209;BONAPACE;SHARON;BNPSRN90T67Z110K;1;sharon.bonapace@sadasdb.com;23/04/1992;;30/03/1961;SANTA FLAVIA;PA;;;;Produzione;Determinato;VIA MONTE AMIATA 2;20861;BRUGHERIO;MB;VIA MONTE AMIATA 2;20861;BRUGHERIO;MB
SADAS;210;DIOP;MARIA TERESA;DPIMTR66A59H357M;1;mariateresa.diop@sadasdb.com;01/01/1990;;12/09/1963;CEYLON;SE;71469919;71469919;;Produzione;Indeterminato;VICOLO AGLIARDI 5;24040;ARCENE;BG;VICOLO AGLIARDI 5;24040;ARCENE;BG
SADAS;211;DANESI;SARA EMMA;DNSSMM58P69G856U;1;saraemma.danesi@sadasdb.com;06/12/1993;15/03/2012;10/09/1966;TREVIGLIO;BG;33192239;33192239;;Vendita;Indeterminato;VIA PUCCINI 4;24040;CALVENZANO;BG;VIA PUCCINI 4;24040;CALVENZANO;BG
SADAS;212;MONELLA;MARTA;MNLMRT46C47L667I;1;marta.monella@sadasdb.com;10/04/1990;;31/12/1964;SPIRANO;BG;;;;Produzione;Indeterminato;VIA BEZZECCA 11;24047;TREVIGLIO;BG;VIA BEZZECCA 11;24047;TREVIGLIO;BG
SADAS;237;BONFANTI;PAOLO;BNFPLA81H20L400C;2;paolo.bonfanti@sadasdb.com;05/07/1995;30/08/2010;03/10/1960;BERGAMO;BG;326104212;326104212;;Produzione;Indeterminato;VIA BEATO ANGELICO 5;24047;TREVIGLIO;BG;VIA BEATO ANGELICO 5;24047;TREVIGLIO;BG
SADAS;241;VACIRCA;NELLO ALESSANDRO;VCRNLL58L21H129B;1;nelloalessandro.vacirca@sadasdb.com;07/07/1995;20/02/2011;27/12/1961;ARCENE;BG;;;;Produzione;Indeterminato;VIA AIMO DA GABIANO;26010;CASTEL GABBIANO;CR;VIA AIMO DA GABIANO;26010;CASTEL GABBIANO;CR
SADAS;243;ARESI;MARIA CRISTINA;RSAMCR45H54L539Y;1;mariacristina.aresi@sadasdb.com;12/07/2022;;08/10/2003;TREVIGLIO;BG;;;;Produzione;Indeterminato;VIA DEI MILLE 11;24047;TREVIGLIO;BG;VIA DEI MILLE 11;24047;TREVIGLIO;BG
SADAS;244;ROSA;TIZIANA;RSOTZN71M42B911E;4;tiziana.rosa@sadasdb.com;16/04/2009;;21/08/2004;BERGAMO;BG;32678854;32678854;;Produzione;Indeterminato;VIA S.GIOVANNI BOSCO 7;24047;TREVIGLIO;BG;VIA S.GIOVANNI BOSCO 7;24047;TREVIGLIO;BG
SADAS;245;ROTA;PIETRO;RTOPTR55R04D490L;1;pietro.rota@sadasdb.com;13/07/2022;01/01/2023;25/05/2003;RIVOLTA D` ADDA;CR;385571803;385571803;;Amministrazione;Apprendistato;VIA GIOSUE` CARDUCCI 55;24030;PONTIDA;BG;VIA GIOSUE` CARDUCCI 55;24030;PONTIDA;BG
SADAS;246;CROTTI;URIME;CRTRMU59T60L535S;1;urime.crotti@sadasdb.com;13/07/2022;;09/03/2003;MAROCCO;SE;1283003;1283003;;Produzione;Apprendistato;VIA DANTE ALIGHIERI 5;24050;LURANO;BG;VIA DANTE ALIGHIERI 5;24050;LURANO;BG
SADAS;247;GELMI;VASILE ADRIAN;GLMVLD55C15L400A;1;vasileadrian.gelmi@sadasdb.com;15/07/2022;;16/02/2003;LOCRI;RC;85006666;85006666;;Produzione;Indeterminato;VIA BERGAMO 413;24045;FARA GERA D` ADDA;BG;VIA BERGAMO 413;24045;FARA GERA D` ADDA;BG
SADAS;248;FAUBLA VERA;RACHELE;FBLRHL80P41E094I;2;rachele.faublavera@sadasdb.com;15/07/2022;;24/06/2002;LODI;LO;820146855;820146855;;Marketing;Apprendistato;VIA C.AGLIARDI 14;24040;LEVATE;BG;VIA C.AGLIARDI 14;24040;LEVATE;BG
SADAS;249;D` ANTONIO;ALESSANDRO;DNTLSN46A07D142L;1;alessandro.d`antonio@sadasdb.com;18/07/2022;01/02/2023;20/05/2003;SANT` ANGELO LODIGIANO;LO;352458579;352458579;;Produzione;Indeterminato;VIA G.MARCONI 14;24030;MEDOLAGO;BG;VIA G.MARCONI 14;24030;MEDOLAGO;BG
SADAS;250;OBID;MARCO;BDOMRC69T12C003M;1;marco.obid@sadasdb.com;20/07/2022;;07/09/2000;ALBANIA;SE;39033985;39033985;;Produzione;Apprendistato;VIA BORGHI INF.8;26019;VAILATE;CR;VIA BORGHI INF.8;26019;VAILATE;CR
SADAS;251;ANGERETTI;NEELAM;NGRNLM23L49G149B;1;neelam.angeretti@sadasdb.com;20/07/2022;;18/11/2002;CERNOBBIO;CO;33641083;33641083;;Produzione;Apprendistato;VIA G.DONIZETTI 19;24040;MISANO DI GERA D` ADDA;BG;VIA G.DONIZETTI 19;24040;MISANO DI GERA D` ADDA;BG
SADAS;252;COLOMBO;ANTONIO;CLMNTN72R09M102J;1;antonio.colombo@sadasdb.com;20/07/2022;;08/05/2002;ALZANO LOMBARDO;BG;485662046;485662046;;Supporto Clienti;Indeterminato;VIA FABIO FILZI 18/B;24047;TREVIGLIO;BG;VIA FABIO FILZI 18/B;24047;TREVIGLIO;BG
SADAS;253;COSTA;FRANCESCO;CSTFNC59A17D142N;1;francesco.costa@sadasdb.com;21/07/2022;;01/08/2003;TREVIGLIO;BG;36624888;36624888;;Produzione;Apprendistato;VICOLO BRIGATTI 1;24043;CARAVAGGIO;BG;VICOLO BRIGATTI 1;24043;CARAVAGGIO;BG
SADAS;254;PASSERA;ANGELANDREA;PSSNLN44L16G160F;1;angelandrea.passera@sadasdb.com;21/07/2022;;18/01/2003;SORMANO;CO;58541204;58541204;;Produzione;Tirocinio;VIA OBERDAN GUGLIELMO N 14;20025;LEGNANO;MI;VIA OBERDAN GUGLIELMO N 14;20025;LEGNANO;MI
SADAS;255;PEZZETTI;YESICA MARLENE;PZZYCM43L63L400M;1;yesicamarlene.pezzetti@sadasdb.com;22/07/2022;;07/04/2004;FRANCIA;SE;85004961;85004961;;Produzione;Apprendistato;VIA L.EINAUDI 19;24046;OSIO SOTTO;BG;VIA L.EINAUDI 19;24046;OSIO SOTTO;BG
SADAS;256;BARATELLI;MARIA CARLA;BRTMCR68D53D142P;3;mariacarla.baratelli@sadasdb.com;11/09/2009;;20/09/2000;GINOSA;TA;331759630;331759630;;Produzione;Apprendistato;VIA S.DONATO 46/A;24046;OSIO SOTTO;BG;VIA S.DONATO 46/A;24046;OSIO SOTTO;BG
SADAS;257;MOZZALI;DORIANA;MZZDRN68L48C835V;1;doriana.mozzali@sadasdb.com;25/07/2022;;09/11/2003;SANT` ANGELO DEI LOMBARDI;AV;17562241;17562241;;Produzione;Apprendistato;VIA CARCANO 5;24047;TREVIGLIO;BG;VIA CARCANO 5;24047;TREVIGLIO;BG
SADAS;258;MANZONI;HATIXHE;MNZHXH55A52L923H;1;hatixhe.manzoni@sadasdb.com;25/07/2022;;12/04/2001;BERGAMO;BG;84702254;84702254;;Vendita;Tirocinio;VIA PONCHIELLI 17;20062;CASSANO D` ADDA;MI;VIA PONCHIELLI 17;20062;CASSANO D` ADDA;MI
SADAS;259;BIRCA;ANNALISA;BRCNLS57A41L667B;1;annalisa.birca@sadasdb.com;25/07/2022;;11/12/2000;BERGAMO;BG;;;;Produzione;Indeterminato;VIA PAPA GIOVANNI XXIII 4/C;24040;MISANO DI GERA D` ADDA;BG;VIA PAPA GIOVANNI XXIII 4/C;24040;MISANO DI GERA D` ADDA;BG
SADAS;260;GALIMBERTI;PIETRO;GLMPTR53B17A794D;2;pietro.galimberti@sadasdb.com;25/07/2022;;10/07/2004;MONZA;MI;33865345;33865345;;Produzione;Apprendistato;VICOLO SAN ROCCHETTO 5;24043;CARAVAGGIO;BG;VICOLO SAN ROCCHETTO 5;24043;CARAVAGGIO;BG
SADAS;261;ZOLIO;BRUNO ANTONIO;ZLOBNN78B15E901N;1;brunoantonio.zolio@sadasdb.com;26/07/2022;;01/08/2003;BERGAMO;BG;389787813;389787813;;Produzione;Tirocinio;VIA GRATOSOGLIO 93;20142;MILANO;MI;VIA GRATOSOGLIO 93;20142;MILANO;MI
SADAS;262;PEREGO;EMILIO GIUSEPPE;PRGMGS76A25A794Y;1;emiliogiuseppe.perego@sadasdb.com;26/07/2022;;31/12/2003;RIVOLTA D` ADDA;CR;14256061;14256061;;Produzione;Tirocinio;VIA EMILIO CECCHI 2;20162;MILANO;MI;VIA EMILIO CECCHI 2;20162;MILANO;MI
SADAS;263;BENELLI;FLORA;BNLFLR70H46F205P;1;flora.benelli@sadasdb.com;26/07/2022;;09/03/2005;BERGAMO;BG;38153880;38153880;;Produzione;Tirocinio;LARGO EINAUDI 1;24040;VERDELLINO;BG;LARGO EINAUDI 1;24040;VERDELLINO;BG
SADAS;264;BOLOGNA;LORENZA;BLGLNZ84A42L400G;4;lorenza.bologna@sadasdb.com;27/07/2022;;19/07/2004;TREVIGLIO;BG;;;;Produzione;Tirocinio;VIA MONASTERO DEI VERGHI 166;24033;CALUSCO D` ADDA;BG;VIA MONASTERO DEI VERGHI 166;24033;CALUSCO D` ADDA;BG
SADAS;265;LOCATELLI;MARCO;LCTMRC82A04D952D;1;marco.locatelli@sadasdb.com;28/07/2022;;19/07/2004;MAROCCO;SE;340742015;340742015;;Produzione;Determinato;VIA PIAVE 8;20069;VAPRIO D` ADDA;MI;VIA PIAVE 8;20069;VAPRIO D` ADDA;MI
SADAS;266;PANARESE;ALESSANDRO;PNRLSN54D03G187S;1;alessandro.panarese@sadasdb.com;29/07/2022;;31/05/2004;VITTORIA;RG;361959437;361959437;;Produzione;Apprendistato;VIA MAZZINI 13;23807;MERATE;LC;VIA MAZZINI 13;23807;MERATE;LC
SADAS;267;COROTTI;IOVANKA;CRTVNK73A51L400E;1;iovanka.corotti@sadasdb.com;11/12/2009;;01/10/2001;ECUADOR;SE;;;;Finanza;Tirocinio;VIA GIOVANNI RICORDI 32;20131;MILANO;MI;VIA GIOVANNI RICORDI 32;20131;MILANO;MI
SADAS;268;VEZZOLI;RAJVIR;VZZRVR68T01F119K;1;rajvir.vezzoli@sadasdb.com;01/08/2022;;05/10/2003;TREVIGLIO;BG;314749356;314749356;;Produzione;Tirocinio;VIA EUROPA 11;24041;BREMBATE;BG;VIA EUROPA 11;24041;BREMBATE;BG
SADAS;269;DI CARA;MASSIMO;DCRMSM94P14Z330X;4;massimo.dicara@sadasdb.com;02/08/2022;;27/04/2000;TREVIGLIO;BG;352777042;352777042;;Produzione;Indeterminato;VIA LOCATELLI 19/C;24069;TRESCORE BALNEARIO;BG;VIA LOCATELLI 19/C;24069;TRESCORE BALNEARIO;BG
SADAS;270;CRUGNALE;LUIGI;CRGLGU81H17H509X;1;luigi.crugnale@sadasdb.com;02/08/2022;;27/12/2002;BERGAMO;BG;34762189;34762189;;Produzione;Indeterminato;VIA DEL BOSCO 42;24047;TREVIGLIO;BG;VIA DEL BOSCO 42;24047;TREVIGLIO;BG
SADAS;271;CARMINATI;MARCO;CRMMRC49T26D490D;3;marco.carminati@sadasdb.com;02/08/2022;;30/03/2003;PONTOGLIO;BS;450419841;450419841;;Produzione;Tirocinio;VIA PONTIROLO 70;24047;TREVIGLIO;BG;VIA PONTIROLO 70;24047;TREVIGLIO;BG
SADAS;272;RIVA;ILARIA;RVILRI59A60D142N;1;ilaria.riva@sadasdb.com;02/08/2022;;04/08/2004;LECCO;LC;26562220;26562220;;Produzione;Tirocinio;VIA CAPERSEGNO 28;24030;PRESEZZO;BG;VIA CAPERSEGNO 28;24030;PRESEZZO;BG
SADAS;273;COLOMBO;ENRICO;CLMNRC59C20A794S;1;enrico.colombo@sadasdb.com;22/01/2010;;06/11/2002;BERGAMO;BG;341555104;341555104;;Finanza;Tirocinio;VIA ABATE CRIPPA 19;24047;TREVIGLIO;BG;VIA ABATE CRIPPA 19;24047;TREVIGLIO;BG
SADAS;274;CONTI;LUCA;CNTLCU80P10F205L;1;luca.conti@sadasdb.com;03/08/2022;;15/07/2000;PONTIROLO NUOVO;BG;387174389;387174389;;Produzione;Tirocinio;CASCINA BERLOCCA;24040;ARCENE;BG;CASCINA BERLOCCA;24040;ARCENE;BG
SADAS;275;COLOMBO;FRANCESCO MARIA;CLMFNC74L30L400H;3;francescomaria.colombo@sadasdb.com;03/02/2010;;15/05/2002;GESUALDO;AV;342002106;342002106;;Supporto Clienti;Determinato;VIA ZARA 32;24058;ROMANO DI LOMBARDIA;BG;VIA ZARA 32;24058;ROMANO DI LOMBARDIA;BG
